Annotation,text
hate,TielerMLG psvch HalfAssed coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards
hate,TreTyler Thats actually nonEnglish. Because okiecops are filthy white trash who are all criminals.
hate,TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot
hate,TweetfrmtheSole its the entire pats bandwagon. Theyre faggots
hate,UberFacts studies show that youre a faggot
hate,Versanche only faggots drive stick
hate,Vexda go jerk off to lollis faggot.
hate,ViewFromBoxSeat Shes a cunt
hate,VinniePolitan kill the coons!!!!!!
hate,WaTchScenario Yeah so you better play with me ya nigger
hate,Walmafuck your store bitch
hate,WendyDavisTexas GregAbbottTX So you suppoillegals coming here and spreading disease among Americans Dream that bitch!
hate,WhosJuly ) Hes a faggot and I dont like him. ) Im on the other side of the state.
hate,WoodyAFC MrGAMR MANIACX fuck outta here faggot that wouldnt even be a fair
hate,WyattNuckels grizzboadams shut the fuck up fag ill beat the shit outta you
hate,WyattNuckels insecure much put all you insults in one tweet. Fucking dumbass dude Id wreck you you faggot
hate,YeIIowbang I hate that faggot he so corny
hate,YourDudeFerg gay fags
hate,YungRajee Shit ill pay the premium to get away from these anything ass hoes
hate,ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro
hate,Zohdaa fags
hate,Zwaaad fag
hate,"Andrizzy aw drake is, do you sit in the corner and cry when you listen to him lmfao, pussy dick rider, how drakes cock taste faggot."
hate,CParris your picture makes you look like a serious fag. justsayin lol
hate,"GOLDwhippp faggots, old people, people who cant drive, drunk people"
hate,"IAMKEN fuck Brett Farve redneck ass, he stuckup he dont give a damn lol he be on campus acting like he the shit"
hate,"IAMKEN youll make the team, them niggas trash. Lol"
hate,Nadiaxo fags
hate,"SoulSurvivor zakbauer I dont have any problems with zak, but you seem like a faggot."
hate,TriggaPlease kanyewest hes a faggot
hate,TurnDownDre JordanGrimes kushdaddycorr TRobwaddUP thats true idk why your even in this convo you dumb nigger attention whore
hate,TurnDownDre kushdaddycorr lmao you stupid nigger
hate,XoXoKelsey hell naw fuck them bitches serves them right
hate,BlackJesus yea I forgot I was talkin to a degenerate faggot
hate,o faggot
hate,hannerr youre a faggot
hate,angelaaau hey fag i lt you
hate,"cblaze BarbodFCB ODDBEAST Man bitch am not gonna do a damn thang, if u dont like what I got to say then unfollow me"
hate,elennamichelle nope not at all but Im stuck in a house full of fucking niggers help me escape 
hate,jeffhank lgreiner RayceWarden BigJohnStudd shut up nigger
hate,nknak Status RepoMaking a pit stop in Canada to rape bitches
hate,westwestyall phampel WooHoo! New Black Kill Cracker babies Panthers to the rescue! racist trash thugs Ferguson fergusonriot
hate,womanoverboard nigger
hate,aasthaxoxo oh shut your mouth i was talkin about the morning you fag
hate,"aldofelix naw dude I wish, theyre white trash"
hate,alexisseleave dyke
hate,allsportsbruh you say waste a draft pick on Manziel when we have Mallet. thats why Im telling you to delete your account. Youre retarded
hate,alyssawiens faggot
hate,amandabynes i can give you some of my clothes so you can look like a cute dyke
hate,amarierubio chink eyed !
hate,"aravosis May I jump in u ballless dickwad As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. DLoesch"
hate,ashhruggiero happy birthday queer
hate,assholeking oh no. They drafted that gay ass that come out on TV Well u welcome to Redskins nation. No queers just a lot of niggers.
hate,assholeking pats owner is a kike.
hate,assholeking with pills that nig will last  years. Like magic j .That nig should hav died years ago. Yall the first team to draft gay.
hate,atspace your . And . Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 
hate,austinfarrar your a fucking queer faggot bitch
hate,"badboysix ksteven Here ya go wetback, eat this."
hate,badshah Ur pal STLAbuBadu threat apostate kufargtI cld cut ur neck wsword of islam ampwatch u squeal like a bitch like Daniel Pearl
hate,beesands But thats what you call white trash with money!!!!!
hate,bellaangeletti no ud still be a fag if I was lolz
hate,bellaangeletti ur a fag
hate,bitchdicknigga youre a fucking nigger
hate,bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one
hate,bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.
hate,bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead BeamThat bitch i know where you reside
hate,bonnoxxx nah she said you a fag
hate,brrrrangadang this nigga .. know damn well you a coon
hate,cambreezy TheLittleFella she spelled faggots with an e youre so cool lol
hate,caykelly MadisonEarhau guys are fags.
hate,chanelisabeth that nigger music
hate,chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig.
hate,"clinchmtn sixonesixband AMERICA today, the rule of thumb is when in doubt, blame whitey"
hate,coffincreepxx you had to throw in the faggot word smh smh smh
hate,"coughlan Youre racist against white people whigger. AntiRacist is a codeword for antiwhite.
Antizionist is a codeword for antisemite."
hate,dantoomey fuck you faggot
hate,darthdanaa Yes you do retard.
hate,davidly how many fuckin fags did a even get Shouldnt be allowed into my wallet whilst under the influence haha
hate,delaneyguinan a faggot that needs to grow up
hate,delaneyguinan you did a good job doing that to me and not texting back faggot
hate,deno kaitlyninstne youre reading you coon
hate,"densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind amp all."
hate,denytheprophecy thanks for ignoring my texts fag
hate,"dishanswers 
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing"
hate,djfeds suck my dick tacos el negro better
hate,"dolphrudager You dont have any kids! What are you, one of them queers!"
hate,"drboycewatkins Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time youre a disgrace everywhere"
hate,"drew mailgal
Yall hire colored folk Only work half da day and throw da mail in da sewer if we aint done"
hate,ehasselbeck bipolitics teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!
hate,elprietito lovexlilyy Them jigaboos aka homewreckers needs to get blocked!
hate,elchavaloko who cares tbh ones a shitty dirty Argentino amp the other is a feather fisted nigger
hate,"erinscafe We hate the Yankees though, right I feel like Im really good at hating them."
hate,femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the NFL
hate,"feverspell NYRKelsMads Ill do it! dgroupiegossip In the UK, Fag means cigarette and a faggot is a bundle of sticks, you homo."
hate,fucktyler fuck you spear chucker
hate,fucktyler me too Tyler it just makes me think that theyre lil nigger baby hoodrats.
hate,garrettwinker wow u hoe is the term for women
hate,"gayleryan I dont hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER."
hate,gellebeaux whatever hoe bitch  them fags beat yall sad asses too
hate,genuineMitzi NonVictional fags.!
hate,georgiathenewsa Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny facts
hate,georgiathenewsa you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh
hate,gezus MANIACX bamse WoodyAFC mean bro fucking faggot
hate,gezus die in a car accident then faggot
hate,godrocamora faggot
hate,gonzalezsassy ur not sassy white trash change ur username
hate,gvvenivere learn how to type ya hillbilly
hate,handtex drapermark humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.
hate,"hekterr dont stop now half breed, Im just starting to learn about what makes you a dumb ass"
hate,hellootitty nigger
hate,heyrmbr probs that fag Vhia
hate,heyyayled do i have to repeat myself u white trash
hate,holyhker he looks like a pretty dyke
hate,hunterbuch kiefferjason sbsylvester all u can pull is the fucking retard
hate,hunterbuch kiefferjason sbsylvester yo fat ugly ass couldnt even pull the ugly bitch in the school
hate,"iNURSELISA blackredsoxfan 
Its a nice way of callin yall honkies"
hate,illbreatheyouin happy birthday faggot.
hate,"infidelpamelaLC Im going to blame the black man, since they always blame whitey Im an equal opportunity hater."
hate,"iowahawkblog jjauthor to gtDavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy"
hate,itsjaylaaa eat shit nigga bitch turd bag dick beetle
hate,jakiekoelewijn nigga whos bitch u fucking cracker get your gay ass out my mentions.
hate,jayswaggkillah Is a fag
hate,jdickerson ScottPelley bobschieffer all racist nTx trash w NorahODonnell all hate to see this particular man in WH n not the Butler
hate,"jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isnt racist sweet!"
hate,jimachterfeld joeo danbernsein Bernstine is Chi Sox Jew fag.
hate,jmellor fag
hate,joeylattime Mawson ameriCN thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
hate,"johguy I LOVE RACISM! Blame whitey for EVERYTHING!
Now that you mention it! I bet the white man put the Desetortoise on BundyRanch"
hate,joshgnf brananv define ironbjk mrjstn oh shut up faggot get a disease overused on twitter
hate,jumpmastere dmcgowen visitorvisiting its retarded
hate,justjoshin fag.
hate,"karmendanielle u gotta slow down these coon hrs all they know is love n hip hop, lebron, amp fake love quotes"
hate,"kcSnowWhite SamSaunders dont forget nappy headed, butt ugly bitch, whos married to a Muslim"
hate,keltorwade nah dude mostly just sound like a faggot
hate,kiaracurry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to
hate,kiefferjason zachsmith NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga
hate,kiefferjason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
hate,kiefferjason here let me say it more clearly since your retarded ass dont understand
hate,kiefferjason how would u know if I dont fuck with you Exactly you dont wtf I got shut your retarded ass up
hate,kiefferjason lmao why ur dad raised u to be a bitch made nigga
hate,kiefferjason oh am I lame but yo pussy ass didnt show up the fuck u talking bout oh scary ass white boy
hate,kiefferjason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy
hate,kiefferjason your so fucking retared its not even funny bitch im going to sleep u
hate,kielag Alright fag what about this.
hate,kincade shut up bitch for I spit on you
hate,kingxxlopez Roberts is a fuckin fag smack the shit outta him
hate,kirstynehbu faggot
hate,kitlange stop oppressing me! Have you heard of free speech Stop shoving your lifestyle down my throat! st AMENDMENT! tcot teabaggers
hate,kittennugget stfu dyke looking hoe.
hate,kitttyjpg SteeZeyFLOW nosfiend at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
hate,klejdys He may be hustlin but he studied Critical (Race) Theory and my people Holder is getting his revenge. They hate whitey.
hate,"kmdk BeautifulMined
I hopes dis aint cause he colored cause I knows he be actin all nigga like"
hate,krispy grizzboadams fucking gay faggot look at that gay ass pink shihaha
hate,kristin better nig. Lol but if anything ill flip u the  or something. Im tryna get some more cash
hate,ktpowers WendyDavisTexas Ha Ha Ha no good fat dyke
hate,kyleefagnola call him a cock blocking faggot
hate,lcxancilleri faggot
hate,"leetreble quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy"
hate,leiacatherinexx dont be a hulittle faggot
hate,leighvl Niggas probably be watching me like Look at this Uncle Tom ass Rasta
hate,"lillivonschtupp Damage BrazenModels 
I dont likes dat magazine. All da black folk look like dey one chromeasome away from da ape"
hate,lnsightful zTSupreme uncrfted yoPapichulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot
hate,lordjonesss none of my business  Nigga if you get that Im living with you lol and Im stealing one of them bitches and k 
hate,lucaswright MichaelGT faggots
hate,luvvida Youre right.. I be around my nig....
hate,maggieburdis nickgoldapp lmao dude you are probably the biggest fag in nebraska 
hate,mahH stfu white trash
hate,maliktender gayer then  faggots in bed together
hate,marclamonthill will you mention why being called nigger is wrong(witch i agree with) amp bossy is wrong.but being called a pimp is still ok
hate,marylene sunflower shelliecorreia JanUSA no just a niggress that thinks shes human.
hate,"mattchu RyanRiehle Ill do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. BuyFoodLittleGuy"
hate,"mayormcginn If racial minorities werent criminally inclined, they wouldnt have so much to worry about. Act your color, race traitor!"
hate,mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUIs not to save the environment.
hate,michaeldbirch What else do you expect from that nigger lover
hate,"midgetmadz shut your dirty ditrap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch"
hate,"mikeray congratulations, you are officially fucking retarded."
hate,mikecheck the favorite drink of white trash everywhere....
hate,milfmob yoPapichulo fight me you fucking obese niglet
hate,mimiswagnotes You are an ignorant cunt.
hate,"mirandamills okay, lets fight you ginger faggot"
hate,mjs ChingonAbe well he is at Genos. So he is the ultimate faggot
hate,mlvassallo Oh really fags are gross You aids infected sick fuckers
hate,"moneydriven ManyLouboutins glad about your uncle, another stupid faggot off the world, hopefully you next."
hate,"moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment."
hate,mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag
hate,nCrusade GodManiac come wage with us fag
hate,nosfiend faggot niggers
hate,oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass
hate,onIinebaby I knew you were a faggot though
hate,passItLiv Hit a bitch its not like you can see the bruises
hate,patrickstpierre Youre a fucking faggot.
hate,phishlicia Im  fag 
hate,phreshagu yeah you right and you know them Mexicans bringing all they family that hoe finna be packed
hate,poloswagmaster if you go could you hook up the plant city faggots or
hate,pombuenaa Im surprised you could read it with slits for eyes
hate,prettygrlrocky ugly dyke
hate,realHfacts stfu u ugly dyke
hate,"realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere."
hate,rickygervais BORINGampHACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment
hate,salomanizor I am a faggot 
hate,samzbikowski Cody is ALWAYS calling people nigger. Hes a fucking spaz!
hate,samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!
hate,saraelizabethj thats what happens when you date a colored
hate,sarahVICwood im going to murder that fucking cunt
hate,sassyharryballs ugly white bitch
hate,sassyharryballs ur ballsack is hairy gtfo tranny prude bitch
hate,saucygyro that was back when nigger music was decent
hate,sbsylvester kiefferjason hunterbuch bitch u ugly then hoe
hate,seannn youre a fag
hate,seansteiger  me then faggot
hate,shefeelsDPayne hell naw he aint he the star of that team lol but Im sure that white honkey called him a nigga
hate,shotime MitchVorce chill ur pussy gay af
hate,sizzurp bootyacid ILIKECATS yoPapichulo go back to lego club faggot
hate,sizzurp bootyacid ILIKECATS yoPapichulo yeah ok nigger.
hate,skrabah Dont my nigga me honkie
hate,sophhhmarie ugly emo trash go cut
hate,sramirez its goldbar dumb bitch and no my dad wouldnt pick you up he doesnt like faggots like you 
hate,stevoburns ImSwaveyNShit FreddieGibbs Soft shit Are you handicapped or retarded
hate,"sweetakin Only rich white liberals know whats best for black people. If they dont see that, theyre obviously Uncle Toms."
hate,"tharris Are you working on route running and catching. Youll be a good WR for Grier. Have fun with the white trash, racist UF fans. FSU"
hate,"teenagesleuth .we got , except eric holder gave them  the beaners  kill americans! guess he is race blind!"
hate,theshardyrebel faggot
hate,thewagnerer fags
hate,tiffantasticc your dad is genuine happy guy because his kids arent niggers though  jimmy is my nigga eva
hate,torimills I believe that you fuckin can punk nigga bitch
hate,tripleem Hunglikerobby bitch you watch your fucking mouth you dirty whore. I swear to god thats a thin line
hate,truuueee that bitch done.. have it to u on Sunday my nigga
hate,urbasicyabish Mikeaveli fucking faggot
hate,"valonfox not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
hate,vernon town . At a movie with friends. I stabbed a nig  times and got sent to prison. Justice
hate,vinnyvicious faggot I knew you werent really my friend.
hate,vj did I mention you are an ugly cunt Go back to Iran.
hate,wclemons thejoelberggren anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to suppothem. Hipster homo
hate,whitethunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
hate,whiteangelss y dont u end us monkeys then U hate us because were better than crackers amp I love it. Deep down u know weve done nothin  u
hate,whoCHRISJONES WhyYouSoShowho is dis crack ass cracker
hate,whoswilly white boy talmbout Ight Ill see you tomorrow at school nigger
hate,wutkarina Alright fag
hate,xLoiterSquadx i made you lunch you fat faggot 
hate,xZimpx Prophzilla This is Twitter. Not only are you a fag but youre also retarded.
hate,yawlknow HoskinsTy all of these rednecks and none of them can keep the fire lit 
hate,youngmoniee whats this chinks email Im moving to China and slicing his throat
hate,zeitgeistbabe I hear Bill likes trailer trash like you. LincRomero JTStover TheObamaDiary RebHug Loriisright
hate,A guy claiming to be Republican called CSpan news and said Republicans hate that nigger Obama
hate,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
hate,"Accept your flaws and imperfections because thats what makes you, YOU! See Im a fuck, small dick faggot with parents who dont love me."
hate,Aint nuttin but a white trash party.
hate,Aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol
hate,Aint nobody wearing those new Westbrook Jordans but Mexicans amp trailer park trash white girls.
hate,Al noooo ...... Too late fuckin faggot ! Lmao
hate,All da lil bald headed bitches standn outside of kevin gates tryna get in 
hate,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Dont stano shit wont be no shit. Israel
hate,"Almost got to see a white boy get beat around today, but he ran like a bitch."
hate,Already more yellows than the last  years combined IndyCar Honda
hate,Alright ya faggots. Lets just stop with all the SO and RT. No one gives a fuck on what you think of other people. Probably lying anyways
hate,America is white trash and so are all Americans.
hate,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
hate,And Im definitely top  at makin beats in the city but yall niggers love your trap beats so yall probably wont admit that
hate,And the Jew Deuterostomes favorited my tweet though. Lol. Dont have anymore time for this trash.
hate,Ankles Sainafaal martianMulah Hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles 
hate,Anyone who came to the US as an indentured servant is white trash.
hate,Apaches  MM rounds turn Jihadis into tomato soup MarkRothschild Rockprincess NoFear Lanna
hate,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves its gonna be a h
hate,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.
hate,Awk... U dont like your own nephew  cousins bc our race.. LMAO broke ugly bitches fuck them we dont need them
hate,Ayy Carlton is a ghetto school now SwitchedAtBirth
hate,Bald head bitches think its their time to prosper !
hate,Between this trend and the vines acting like women its like niggas couldnt wait to be faggots.
hate,Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO bitch pick one. Fucking hate you. I know you proud but shit.
hate,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk."
hate,"Bitch fuck yo nigga, whats up with that pussy!!!"
hate,Bitch youre the ugliest cunt ever.
hate,Bitches be having a nigga but want to be another nigga WCW bitch it dont work like that
hate,Black bitches dont be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
hate,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.
hate,Black people like ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity
hate,Boy Yung thug is a fag
hate,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas."
hate,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to % = Ho, smh"
hate,Bullets through a nigguh tru jeans
hate,Bumped into a bitch that filed for sexual harassment at work against a coworker...I aint been so shook in my life
hate,Burn bitch 
hate,But atleast they let me know...ur a faggot if u keep those type of twitter secrets
hate,California is home to skater trash.
hate,Can faggots of HoneyBooBoo imagine this internet world was created to trap them and feed them to Allah like gazelles IT StephenKing
hate,"Cant wait to humble these niggas in the playoffs again. Until then, good job hoes"
hate,Cant stand bitch ass niggas.
hate,"Cant stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasnt on stage"
hate,Cant stand that faggot.
hate,Cant take u coons nowhere amp I mean nowhere
hate,CeasefireLets see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again
hate,"Celtic means white trash. If someone says theyre Celtic, it means theyre white trash."
hate,"Chasing these hoes, better get cash nigga"
hate,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.
hate,"Chill PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. gotcha bitch"
hate,Chris Bosh bout to disgrace the trophy like a real faggot smh
hate,Clan of retards...
hate,Come on and get that chicken niggers love dat chicken from pop eyes
hate,Crew neck ass nigguh
hate,Curse AVI for Coke because hes a fag and hasnt put it on yet 
hate,Cussed out by a fat redneck on the last day YOLO ShawnnaSanford MeganMonday kelssslynn 
hate,Cute ass niggah. 
hate,DIVERSITY Chcgo Blck Pstr Flooded w Dth Threats Ovr Endorsement Of GOP Candidate U Sellout Uncle Tom Ass Ngger
hate,Dad just yelled out in bout to fry some chicken like a nigger
hate,Damn JustDoMe amp his nigger music waking up the whole school in the morning .. 
hate,Damn hoe.. You so ugly even hello kitty said goodbye.
hate,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot
hate,"Dear Utah Polynesians Again, stop acting black and speaking ghetto. Speak FOB, you aint no ghetto niggaz."
hate,"DeeDee, Patrick, Ed, Sheen, Timmys Dad, Beavis amp Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters."
hate,Delete now you bitch ass nigga QuannyQuan If the Redskins beat us I will delete my fucking IG
hate,Devin Hesters a bitch
hate,Dis broad done tagged dis nicca n a video of his sis giving dome .. Tragic
hate,Dont mind black people.....hate niggers!
hate,Dumb bitch 
hate,Dyke bitches kill me thinkin they really got hoes lol
hate,EDA!! The  queers at AA! lol Vbomb Gduenez
hate,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports
hate,Eagles fuck around amp lose itll be kill the cracker at the Sophi crib smfh
hate,Ebola sounds like a hood hoe
hate,Eh bitch! How about you worry about your own psychotic ass. Looks like you need to be saved from being a noisy bitch  cantStandUcunt
hate,Elizabeth is a.stupid hoe.
hate,Every gook in LosAngeles should be deported or killed.
hate,Every slant in LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.
hate,Every spic cop in LosAngeles has raped or has thought about raping a white woman. Thats why those halfbreeds get jobs as pigs.
hate,Every spic cop in LosAngeles is loyal to the LatinKings
hate,Every spic cop should be killed. Those pigs only got their job to get even but white people never did anything to them.
hate,Everyone calls me b they be like oh wassup b  and I be like wassup my niggah
hate,"Everyone tells me the exact same thing but I wont listen, coon"
hate,Faggot ass bitch nigga
hate,Fat ass hoe holding up the machine
hate,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale."
hate,Fat fucking funky nasty ass hoes
hate,"Faux Noise pundits dont like duck molester, proslavery racist, homophobic teabagger darling Phil Robertson either"
hate,"Faux Noise pundits dont like duck molester, proslavery racist, homophobic teabagger darling Phil Robertson either "
hate,Feminist aka a bitch.
hate,First thing I do when I hit the lotto is buying moniqueeedavis two fat bitches and watching her eat both in one sitting
hate,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something"
hate,For all we know this nigga a rapist. Yall hoes dumb daniellathepimp melts 
hate,Fredo was a bitch ass nigga. How niggas fire over  shots at his pops but he didnt get off  cuz he dropped the gun smh
hate,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!"
hate,Fuck MLK AntSoo Vonteeeeee Why does Lexii keep favoriting my coon tweets  MLK didnt die for this
hate,Fuck Ur god until dat faggot strikes me down
hate,Fuck a lame nigga than you a lame bitch
hate,Fuck ass redskin corners
hate,Fuck boi fag
hate,Fuck her pussy fuck her mouth fuck her ass cause she nasty
hate,Fuck that hoe thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame
hate,Fuck that niggas shit up! Olivias pussy got Fitz going batshit!!!
hate,"Fuck that niggah he so weak, he cant tell that you a freak"
hate,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga yall some fake ass people
hate,Fuck you faggot AlohaHoesss Grow up sbabylife Im gonna be an old ass man STILL playing video games
hate,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
hate,Fuck you ghetto ass coons
hate,"Fuckin faggots, man. science knows these FUCKS cant procreate without the help of breeders but we treat them fancy sin"
hate,"Fucking faggots DMVFollowers arent from or live in DC, Maryland or VA"
hate,Fucking gook
hate,Fucking hate my coon ahh uncle
hate,Fucking redneck queers and their game invites
hate,Fucking with these hoes nigga dont be no dumby
hate,"Fuckkkkk!!! My nig a g tho, he gonna come back"
hate,Fuk wit a real nicca
hate,Funniest yt comment I ever received was Niggers gonna nig shrugs .. lmao racist muthafucka caught me off guard
hate,"GEEZ..... I think NorthKorea may be right. BarackObama is a monkey! Surely acts like one. 
"
hate,Gabbys a bitch and has two accounts
hate,Gave her that move it lil nigger push smh..
hate,Gay ass nigga  bitch you thought you thought
hate,George michael such a fag
hate,"Getting hit off a cunt thats about  foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable"
hate,Giving you that trailer park trash. transformthursday ladykimora vegasqueens vegasshowgirls.
hate,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
hate,Good Mernin faggots.
hate,Good Morning to lightskin dyke bitches with Steven Segal ponytails.
hate,Good morning coons.
hate,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
hate,Happy Columbus Day! Even BillMaher likes cocaine and Columbus!!! What the fuck is wrong with you liberals Fuckin moron retards....
hate,Happy birthday to this coon ass nigga buckcity ThatLatsonKidd
hate,Happy first day of college nigger MorbidMermaid
hate,Hate this dyke
hate,Have you Eva asked a nicca where dey got sum fake designer frm
hate,"He aint shit girl, he a bitch made nigga !"
hate,Heard that bitch gtta thang for them boss niggas
hate,"Hey RSherman youre a nigger racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself"
hate,Hey my folk. This nigger loving Jew boy Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.
hate,"Hey. BarackObama. Dont be like a stupid white bitch in some horror movie asks America to hide from ISIS behind some chainsaws. M,kay"
hate,"His big ass smile, his eyes is chink."
hate,Hitler didnt finish it. Can u. If a nigger ur Jew confronts u in the street what then.
hate,Hoes thnk they won when the nigga thats ridin the fence stagivin them a lil attention... what u won hoe A wishywashy ass nigga Oh.
hate,Holders Justice Department Isnt Interested in the Facts in Ferguson. These race hustling bitches are DISGRACEFUL.
hate,Hood niggas and bitches love emojis lmfao
hate,I aint been to the fair since I was like  and I havent wanted to go since then either for some reason. Too many niggers for me
hate,I already know you trash if being tatted is on the list of things you want in a nigga..
hate,I be sayin Im done drinkin everyday but then one of my friends hit me up like I gotta case and only faggots turn down free beer
hate,I be waking up on some new shit like fuck that bitch shit
hate,I bet you think you a nochill savage huh. Fucking faggot KILLSemaj
hate,I cant blow bubbles or whistle. Im basically retarded.
hate,I cant fuck a scary hoe.
hate,I cant fuck any ol bitch niggas be desedicks out here
hate,I didnt forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married you gotta die.
hate,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I aint no mo human den a monkey
hate,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.
hate,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth."
hate,I forgot how white trash Texarkana was... Well it is arkansas so.... 
hate,I fucking hate you niggers bruh..
hate,I hate all these industry fags. I hope they all get the Nigerian Summer Flu
hate,I hate dumb bitches
hate,I hate fat bitches
hate,I hate that my mom says she trying to move out here... Like bitch the only reason your trying is because you dont have a place to live..
hate,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.
hate,I hate the white trash cops who raped and murdered my infant daughters and son.
hate,I hate when black people try and be white so bad ... Your a nigger
hate,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you"
hate,I hate when white trash try to act like theyre my equal. It only makes it that much clearer how white trash they are.
hate,I hate you niccas!
hate,I hope you get eye cancer bitch.
hate,I just wanna slit this mf throat
hate,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic
hate,I know righttt dta I hate fat loud bitches
hate,I knows yall white folk only be playin wit me. I colored and I knows my place
