Annotation,text
offensive,scoop If you dont have your read receipts on you a bitch the bitchyest bitch ever
offensive,skimaskjojo waynostra Dat bird bitchHEAVY BIRDCAGE BITCH byyyyyyrrrrrrrrrrrrr bitch 
offensive,skinnysowhat PAPERCHAYSIN aye and when the hoes stacoming dont forget who put you on  I wont  
offensive,skinnysowhat PAPERCHAYSIN you wont have to herd for hoes no more lol lmao I hope not this shit SCHRESSFUL
offensive,skykardashian Is hoe by association a real thing? Yes.
offensive,slllick Yall be like..  I want a love like Rashad amp New New... Shit yall already got one. Lying about who you are ass hoes lmao 
offensive,sneakerhead I cant talk right now i got pussy on my tongue
offensive,snoleezey uceINA we single cuz only hoes are left.. All the good ones taken lmaoltANY FEMALE ON THE TL THATS SINGLE..You a snobop
offensive,sosadtoday in a relationship with the idea of you  girls with trash love lives
offensive,souljaboy kmichelle my ananconda dont want none unless u clean those shitty buns Hun 
offensive,souljaboy kmichelle shitty pussy 
offensive,souljaboy kmichelle ur pussy smell like dumpster juice  wow 
offensive,souljaboy kmichelle you mean the niggaz i shot? Ill give you k if u let any nigga smell your pussy and it dont smell like shit. 
offensive,souljaboy K Michelle pussy smell like shit 
offensive,staciaburbidge fat chance youll ever catch me drinking a beer same bitches
offensive,surfboard Vomitdatruth Im outside your house comeout this bitch
offensive,surfboard Vomitdatruth lmfaooooo U bitch Im using that shit from now on.
offensive,swaqmagician  wtf bitchdasss why I aint come to practice
offensive,tabathab Never worried about the next bitch. Always worryin about the next meal. Im tryna fuckin eat fuck what you talkin bout 
offensive,talofabreeze uceINA snoleezey DAMN I ALWAYS BE TWEETING YOU HALFASSED TWEETS  I meant to say hoes still dont make sense..
offensive,taytorrez amp wealthy? DrTruth My aunt said Im handsome fuck you hoesbroke
offensive,taylorsimonee I tend to have more sense that bitches older than me. Thats sad.
offensive,teecakessss Do this hoe wanna fight SierraSamone right
offensive,thachosenkid What hoes do I have tbh on the highest of keys same
offensive,thatloserbrooke why why why why why? st.co/hvnknCED..... tiannaiacovoneyou aint kissing any bitch anytime soon
offensive,thatsoVICTORZZZ Blaxxxican for the light weights pussies
offensive,theHIGHESTpeak If you got netflix watch fresh that hoe live from now on my name is Chuck E Im not chuckie no more 
offensive,thekiddfranky I talk to any girl who paid over  for her sew in show me u Atleast got some type of boss bitch in you lol wth 
offensive,thepizzafacts Cute text ey bitch come over for some pizzaKellieNehls
offensive,therealiman No one wants to see curvy women  Karl Lagerfeld he retarded
offensive,thomasemmanuelm Colts nation...put yall money upbitch chuassup we was just down 
offensive,thrillamickilla JoeDeLaWolfPack  this is me so badly hahahah omg yall some pussies
offensive,trapwavey Lol rt. Cameron If yo bitch dont read books or eat fruits... She a hoe.
offensive,tricethatruth Trap keep me fly thats why I love him  t.co/AleXGCt ayyyyy you got that hoe at Forever  huh? 
offensive,trillasfvck all these bitches getting mommy money niggas too.
offensive,trueeast That  God by Drake is so trash dawg. Thank you ass water 
offensive,truuuchains If you already out of school fuck you I hate you and I hope you trip on the stage at graduation hoe
offensive,tufflove show a lotta love to my sisters tho but these bitches so predictable. Im in trouble
offensive,uGOTTAeatTHEass Niggas swear they love a honest bitch tho t.co/vastMFJphu  he salty bm
offensive,urHIGHnesss SMCo urHIGHnesss  nah lemme chill i love the bitches like trick love the kids amp you know this 
offensive,verkannt whatevaittakes Nasty pay the bills bitch
offensive,verkannt He told the bitch stop texting my phone my shawty crazy glad he know 
offensive,verseunanswered Did that bitch from Frozen ever let it go? 
offensive,victoriag So that history test made me its bitch  haha
offensive,vivaalakatyy I just punched victoriaaokk in the nose on accident because she just shocked the crap out of me  bitch that hu
offensive,waymoflydenu If you do tax fraud you bet not dare tweet about voting bitchall of them tweeting they dont do politics
offensive,waymoflydenu Them Jew Lawyers and Doctors say Nigga ran? Lolnope they say shit like queer though
offensive,whiteboytatted Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya its happend
offensive,xoomiexo not one single bone in my body gives a fuck about what the next bitch thinks. 
offensive,xoxohayleyy savageater i think if my girlfriend were to get locked up shed be the first one raped.pussyreally bitchreally swerve
offensive,xoxolaurenmane Dumb ass bitches  me next time
offensive,yahhtriick How do people even get crushes on me. Im like a total bitch. 
offensive,yeyo Helenbabeey look at my benz bitch Ive been the shit t.co/HiXjZHtZLMAOOO
offensive,yohidef cool story bitch now pass the blunt EvanBecker bitch
offensive,youngmintono This girl stress me out  ion even have no hoes t.co/yPTxVbbSK shit I be saying lol
offensive,zekedafreekk Queen Latifah the only dyke id contemplate fucking.. Rnswait...
offensive,zooyorkinit whattheflocka lol love you  little bitch
offensive,zooyorkinit When u want a cig but ur lovey gf wont go get them potato  whattheflocka guilt trip city lil bitch
offensive, why lie youre my nigguh 
offensive, out bitch Im winning  t.co/klzoBGz
offensive,amp I MOST DEFIANTLY WILL NOT let no bitch who FW a nigga I ALREADY HAD get the best out of me  Fuccin wit my HandMeDowns amp shit
offensive,amp I keep that bitch on me  its paof my fashion  o nigga see me when you see me  catch me in traffic
offensive,amp These bitches bound to get hucause a lot of these niggas be playing
offensive,amp fuck your bitch
offensive,amp ion have a bitch. So yeah. Whats understood dont need to be explained.
offensive,amp my sister is really going to fucken deny it but yet sprays the room with febreeze  like really bitch why are you going to deny it
offensive,
offensive,ampamp some of you hoes too... t.co/yJPSMASk
offensive,ampamp when Tha bitches stahating  thats wen a bitch lost me 
offensive,ampamp hoes round here just opening legs like Walmadoors
offensive,gtMfw some rachet ass hoe drops some scripture or religious stuff on social media t.co/ZDsKUlbo
offensive,gtlt.. ItsTheBOOMshow FricknAwesome metal monkey balls
offensive,ltltltltltltwhen bitches be doing too much on twitter
offensive, All jokes aside  Im goin thru it a niggah heahusmh .  .
offensive, All the hoes loyal 
offensive, And you know that I believe it  cause her pussy to mee...  And she dont fuck with many niggahs  she dont fuck with any niggahs  .
offensive, Annnie say fuck that niggah  he soo weak   He cant tell that you a freak  That you aint lookin for love .... t.co/URiSgiQ
offensive, August Alsina Deserved that  My niggah .
offensive, Baby moanin.... Got me zonenn  I want this bitch next too me.... Pussy like ecstasy  .
offensive, Babyy moaaaanin  Got me zonenn...... I want this bitch next to me  pussy like ecstasy  .
offensive, Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas  .
offensive, Being in love stressful ma niggah .
offensive, Bitch caught a body about a week ago  Fuck with us and we get to tweekin hoe  Run up on that niggah get to... t.co/avYPjtwxn
offensive, Broke Tf outta this niggah at   He stopped playen defense and all
offensive, Cause these hoes aint loyal  And niggahs aint either  When it go down you callin for hittas that you aint... t.co/hjGAfFZaM
offensive, Cause these hoes aint loyal  These niggas aint either   when it go down you callin for hitters that you... t.co/wmrUwTwuJE
offensive, Club solo  deep  fuck a valet cause I parked on the street  lordddd knows  You cant trust these hoes ... t.co/WcDVsej
offensive, Dont ask me if Im in my  Feelings  cause I aint no bitch I dont got those Tf . Im sad  not in no fucking feelings .
offensive, Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah t.co/wAqAmRBGU
offensive, Entertain a flirtin ass niggah if you want too  Thats gon be yo niggah friendly ass . 
offensive, From Freshman Year to Senior year  this really my niggah started being brothers  years ago TODAY . Its crazy... t.co/IIHcPFiyQu
offensive, Fuccccck that was ma niggah from Cali swag  R.I.P Jayare .
offensive, Fuck her right in the pussy 
offensive, Fucking on the first night dont make you a hoe  .
offensive, Get some head off Twitter now niggahs thats bracken  ima baby momma killa  yo bitch she can get it  You... t.co/FAkEszWl
offensive, Got niggahs salty at meeeee cause yo dream bitch is ma main slide 
offensive, Happy birthday to my main niggah right here  We been at it for a minute same dreams of bein rich and we... t.co/OyxyXHZe
offensive, Hate a female that got the mentality of a niggah .
offensive, Have you ever had sex ina cherry red vet witha fat trap Niggah keep that pussy sooo wet  .
offensive, Hoes on my mind  I fuck hoes all the time . FatTrel
offensive, I aint trippen cause I like her anyways  she got a niggah and I got a girl but anyways  yea anyways 
offensive, I aint trippen off you no mo  I done dropped you  Knocked owe  I could Neva be a foo for a hoe  I put... t.co/GAIElrPDIK
offensive, I dont like when niggahs be like  where yo bitch at ?  Na Ill check you on that idc who you is  mine you... t.co/OPsTgZXk
offensive, I fw these niggahs everyday  Neva changed up  always been the same to a niggah . Been thru shit with ma niggahs .
offensive, I guess a niggah just believe in ya thats proof for ya  can name a lot of things any other man wont do for ya... t.co/OTvwvlDPY
offensive, I hate a  Guesss who just tried to talk to mee  ass bitch 
offensive, I just feel like my mouthpiece so cold  Ill give lessons to every niggah that ever got turned down  for the low cost of .  Hmu .
offensive, I know I Know I know . Them streets they fuck with me strong  and them bitches gon fuck just because money... t.co/odtcHpDG
offensive, I rather jack off then fuck hoes tbh  That shit boring give me a wife .
offensive, I really dont give a fuck . Once you stathat  You got hoes  you fuck with bitches  shit Im deleting yo... t.co/ylvtlUZsi
offensive, I still dont got the time for a bitch to be actin iffy  .
offensive, I thinkkk shee knows  about  maaaa otheeeeeeeer bitch  .
offensive, I told this niggah Maya Angelo died.... This niggah gon ask me  is that the Red Ninja Turtle ?  Wtf .
offensive, I took the bitch down In the set  yo bitch get around in the set  I dicked the bitch down in the set  yo... t.co/PlByuQgerG
offensive, I will never date a female with another niggah name on her lol . Wtf .
offensive, I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .
offensive, I wouldnt bring my girl around nobody but Leo  He the only niggah I KNOW that wouldnt mess with any of the... t.co/LWDxrVJceu
offensive, Im hard to kill   Im countin cake up with ma finest bitch  . Take off her makeup and she still look like a finalist  .
offensive, Im not gon ever be that niggah that hit  likes on every picture  but I get WHOEVER I WANT PERIOD . ... t.co/mKgRljrHcl
offensive, Im that niggah you can show out in public babbbbbbyyyy  lol
offensive, Id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch ... t.co/MEtMbG
offensive, Idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole STD 
offensive, If I ever put ma trust ina bitch  Ill always be hu 
offensive, If I ever put my trust ina bitch  Ill always be hu .
offensive, If yo new niggah cant dress better then me  or even close to looking better then me  dnt try to make me... t.co/SMscmnBc
offensive, If you get yo girl took dont be mad at the niggah who did it  Be mad at her  Cause he dont owe you loyalty  she does .
offensive, Ima kill that pussy straight murder that shit  and Ima eat it  eat it  eat it  And lick it till it slaps . Aye  .
offensive, Ima pull up  eat on that pussy and dip  
offensive, Ima real young niggah witha muhhfuckin attitude  Walk up Im yo spot you would think a niggah mad at you .
offensive, Ima young rich niggah Tryna fuck a niggah bitch  My ex a rat the Naybahoods be fuckin on that bitch   I... t.co/hFnSbuPwma
offensive, Indiana niggah you can tell from ma muhhfuckin grammar  I swear I got  hoes with me just like Im Santa  .
offensive, Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that cant take responsibilities as a... t.co/ufNJNJhp
offensive, Its just me ? Or do you NOT want nobody else Texting/Inboxing/Kiking/DMing/Snapchatting/Emailing/ Yo girl or niggah ?
offensive, Just was old to me  a lil proton feel me ? Some bitches thats gon feel me  some niggahs that wont kill me .
offensive, Lemme find out you didnt answer my call cause you otp with that niggah 
offensive, Leo Apolonio Look this niggah did a drive by on the bike t.co/NisWlPNeC
offensive, Looked at my EX profile and she struggling with that weak ass niggah  God Is Good 
offensive, Ma niggah Alsina be doin his thang . t.co/IZALilOz
offensive, Make a niggah buy a ring for ya finger   Jimmies for ya feet  Jeans for that back  lingerie for the... t.co/MxwTTHnc
offensive, Mann these hoes get nothin   But some dick and instructions   If she with mee she fucccccckn  I said I... t.co/FNTegZHh
offensive, Mannnnn wake yall bitch asses up Blood 
offensive, My Charger got my fucked up  Finna wrap the cord Tf around my phone this bitch finna charge today cuhz  .
offensive, My baby mama trippen and that bitch can shoot  .
offensive, Nah I aint no hoe niggah  no bitch niggah  rich Niggah with the shits Niggah Getchu chipped niggah .
offensive, Niggah said  my girl off limits thirsty niggahs stay out her inbox  But the bitch look like Kunta Kintes... t.co/VeqZFIKQ
offensive, Niggahs stay thinkin I want they girl  Not nevvvvva niggah .
offensive, No FEELINS for a hoe that aint ma main thang  ma niggahs on the same thang  all ma niggahs gangbang ... t.co/pcfcynoFU
offensive, O M G you like stop controllin me  Im like bitch fuck you thought ? She like niggah fuck you mean 
offensive, Ok ma Texas bitch keep textin me  callin cryin stressin me  Bout where I been but I been with another bitch allegedly  .
offensive, Ok my Texas bitch keep textin me  callin cryin stressin me  askin me about where I been but I been with another bitch allegedly  .
offensive, On twitter say she ridin for a niggah  . Thats why I really fuck with her  she down to pull the trigger  .
offensive, R.I.P Deshawn  . I dont know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .
offensive, Ran a good game with my Royal niggah 
offensive, Said I aint Neva love no bitcccccch  but these bitches steady lovin on me on me  ayeeee . So what am I... t.co/NhBomAqkm
offensive, See I gotta get this money ma palms itchin  niggahs gossip like hoes most of them bitches .
offensive, Shawty wanna tell me secrets on how to rap niggah  I tell that bitch its more attractive when you hold it down  .
offensive, She drippen vanillaaaaa  she know Im the pussy killaaaa  .
offensive, She herd I was a dope boy  I herd she was a gold digger   all I know is she a real bitch  so I fuck her like a real niggah .
offensive, She love it when I talk to her crazy  Suck a niggah dick  with a whole lotta spit  let it drip  Yea catch... t.co/iWOHNQoS
offensive, She was mad for like  mins got over it and hit him right back up lol she care about that niggah . t.co/wNFgBHSB
offensive, Somebody come look at this niggah right here  Kevin HaVoice  lol t.co/RmhWqcjT
offensive, Someone let me know why Drake so cold ?  He my favorite rapper  this niggah HARD .
offensive, South Central niggahs really dont be lovin these hoes  these hoes dont be lovin these niggahs  . We just be... t.co/XnTftnwuVD
offensive, That fb profile checker thing fake then a mf  I just added some bitch yesterday and it had me on the top . Fuck fr ?
offensive, That one niggah that grab the AUX cord and staplayen weak ass music  t.co/KOdyDgPgjA
offensive, The hoes finna be like  Owieee Trey  August  And Chris Brown can have my baby at the same time   Lmfaooooooo Hoes aint loyal .
offensive, These niggahs bitches call they momma tell her come and getemm  Its either that it shoot him or shoot whoever with him .
offensive, This Niggah Kevin Hacouldnt sit down lmaoooooooooooo My niggah My Niggah 
offensive," This be me  
Cuh went from  Its time to settle down  to  Where the hoes at ?   . t.co/birbvjTUn"
offensive, This niggah Yanni like hangin up on NIGGAHS in mid sentence  .
offensive, Up runnin these K fades with ma niggah Tyreon  Leo KOd lmfaoo
offensive, Waaaaittt niggah holllllup  these niggahs come to town stawifen my old sluts  .
offensive, Wake up Im blessed  Steaight Kush No stress  Thankin God for ma success  Ma bitches say Im the best  .
offensive, With my Bestf Shyanna Pen and ma main niggah Ronnie A. Jackson III  Movie bound after we pick up the homies
offensive, Yall complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Dont make you a hoe wtf .
offensive," Yall hoes get turned on for no reason  
Be Like  owieee he got tats  he bang  wifi with no password  My... t.co/vxADsboHa"
offensive, Yall like sayin money dont buy happiness  but name a niggah sitting in a Lambo crying ?
offensive, You Deserve x August Alsina  Im dedicating that to all my old side hoes  .
offensive, You gottttta be a mad a madddd niggah  Sayin ma name ? I mustve got you madddddd niggah 
offensive, You messin with broke niggahs you gon be broke niggah 
offensive, You niggahs actin like hoes  I can sale those  
offensive, You tall tree ass females be  TALKIN bout  Catching Feelings   bitch you need to catch this touchdown... t.co/lMgkDuxzY
offensive, when it comes to pussy I have no fucking friends  hostel iii is really what were watching right now
offensive,Cause they aint her Jvbir I aint eem watchin the awards yet but why hoes hatin on Kim K?
offensive,Every bitch got a fat ass or she  from it RNS
offensive,Views from the  gon be Instagram picture titles for a while...brace yaself my nigs
offensive,i drowned in ur pussy so i swam ur BuT. Easily the most eloquent message sent on Xbox Live.
offensive,looks over at oomf shethepete Does pretending to have no bitches really work or nah?
offensive,Bows down Yes bitchmaster bitch
offensive,Does backflip THISSSSSSSS Krislisisms You niggas switch up your opinions like faggots
offensive,Gigantic Naezus What a big faggot. MIllionDolrBaby Chubbs bout to Earl.
offensive,Nicolas Cage unrolls dusty secret scroll It says here James Madison was a whiny little bitch
offensive,Sings I killed that pussy she died with her eyes open
offensive,Teachers call you a pussy for not doing senior skip day
offensive,bitch breathes me could you not?
offensive,karate SirAsshole Karrenchi still a bird ass bitch
offensive,live ... lol whats wrong with these bitches man t.co/ZJYxCIRam
offensive,loud Jamaican horns  KingHorseDick Then why u still single? GreekOddess yall find the ugliest hoes attractive.
offensive,makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine passing teens mock my old wrinkled balls
offensive,pops that pussy for singles
offensive,pregnant crazy bitch wus the answer we were looking for...
offensive,puts people/bitch face on
offensive,scrolling through fb some hoe says need a man  cuddle in the cold with bitch nobody wanna touch your ratchet ass
offensive,  RayThaGawd AListRaivyn Joe Budden makes people delete their twitter accounts lmfao. Hes pussy tho he blocked me
offensive, Otakon badge now with what Im going to lovingly refer to as my cripple ribbon.
offensive,musclezauber why not animal crackers. i want animal crackers shaped like master chiefs and trolls and guns and shit thatd rule.
offensive, LoveMeDarlingg . How many hoes do you REALLY have?
offensive,. HISTO requires soundcloud links and tumblr bitches he MIGHT let you play his party then.
offensive,... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.
offensive,... but bitches catch feelings after all the damn time.
offensive,... lol nah hoes we dealt with it so will yall  t.co/RXTJwwKfHJ
offensive,..........does nobody sell orange flavored and colored bubblegum? IS THAT YOUR FUCKIN PROBLEM? Giants? Fuck it. Im going Pack now
offensive,....is now tweeting from a tablet....baller bitch
offensive,...and Im goin back to school.. only for the hoes and a class or two
offensive,...but if a SHOW about Obama was called Whitish ..........yall motherfuckers would cry racist like lil bitches. Blackish
offensive,...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.
offensive,.Buckmse really does talk like a buck nigger
offensive,.SarahPalinUSA Wow impeachment. Look at you using your Vocab Workshop words. Guess we were only half wrong about you being a dumb cunt.
offensive,.TheRevAl Hey you race baiting FBI informant bitch wheres your punk ass speaking for justice on this? t.co/OcxPxlYdt
offensive,.reddroostermann s love of Obama is unrequited however. Obama is clearly Putins bitch.
offensive,.rustyrockets with Putin pushing for land and China completely revamping their armed forces? Youre a fucking retard. Stay out my country.
offensive, baby Momma no bitch no wife like PAC u need a thug in ya life
offensive, good girl is worth  hoes
offensive, loyal girl gt OO hoes
offensive, more day bitches
offensive, more game of k then Im finish my new book ... John Grisham cold then a hoe
offensive, thang i know these bitches come n go so keep em out your bussiness
offensive, time for the lonely hoes watching Scandal re runs
offensive, Vader is a Sith. Not a Jedi. Duh.  Vader is also a whiny bitch.  YODA IS MOTHERFUCKING YODA. micdrop
offensive,Im too drunk to walk lets drive. I got bitches with me all night And the party dont statil the drugs arrive Loaded
offensive," Pretty close Rosegoldracks  trash ass nigga
Cannon Rosegoldracks Quote this and Ill guess your body count"
offensive, days til Christmas bitches
offensive, mile dead zone radius around Philly...gotta go to NY or DC CeeRoss The tri state needs better bitches
offensive,yea I like my money in order bad Asian bitch yea she look just like Kemora
offensive, MIL SooMajor And its cause of Romo bitch ass Dez amp Witten not eating
offensive,"w/ anjahlamarie  the depot 
A pussyfootin xxxmas hoe hoe hoe motherfucker santa claws is coming to town"
offensive, was like Blocked bitch NoBeeetch Dont stabdoulaoblongata They are blocking us in Ferguson t.co/ymPzHmzUxG
offensive," shy
 bitch
 homosexual"
offensive,. Did twitter ever get you pussy/dick
offensive, year old pussy tastes like hope.
offensive, yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.
offensive, how Im killin these hoes
offensive,st game of Fall s.. finna kill some hoes
offensive,wayhustle come get signed bitch we self paid.
offensive, bad bitches  glocks  choppas
offensive, faced bitch
offensive, or  hoes for everything 
offensive, thangs my bitch cant say Im broke n ha period late
offensive, year starting on me on the street... so i put a fag out on him. funnyguy
offensive, not knowing wtf it is bitch
offensive, seniors were chill as fuck. this years seniors are basic ass bitches
offensive,k tweets hoe Id like to thank all my supportive fans  more tweets to come.
offensive, you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.
offensive,rozayidgt mad cuz Twan fuck his bitch t.co/GoyZfOUI
offensive, on flappy bird suck my dick and lick my balls swag
offensive,Pac was real af on Temptations. Thats exactly how it be for niggas getting money and bitches
offensive,finecheapwineyahoo.com Datjollygirl So who used my email address for this chat line? All these bitches hittin me up 
offensive,k coaches are retarded who would put a  point guard at the  tho.
offensive, millionaires just walked in why you tripping bitch you paid for the fight ? Lmao
offensive, things i cant stand while dealing with a bitch  A. HIT FEET B. STANK ASS BREATH C. SKANK ASS WAYS
offensive, years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldhearted. neverlovingsomeoneagain dontneedanyone
offensive, bitches fuck wid me
offensive, bitch we hot we done took flight 
offensive,Touchdown with  on the clock.Michigan some hoes.
offensive, no i dont like hoes
offensive, fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginityhoes too happy lmao
offensive, stacks for the heels on my bitch feet car seat still smellin like  keys.. Tell the plug that Im lookin for a increase..
offensive, mins. Until that bitch drop
offensive, we know ya bitch kendricklamar
offensive,th MayaAngelouFRO Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for  years.
offensive,th and long bitches
offensive,s are ugly thot bitch shoes
offensive,sos be like come hang out with us but not if u fugly. oh and side hoes to the left thnx.
offensive,thharmony user followed then unfollowed me what a prude ass hoe
offensive,on these hoes. I am not fat. Im big boned. Hehehehehe.
offensive, AM .. Bout to match up wit dis nicca DonnyDinero
offensive, pounds never fails to make me cry. Im not bitch I just relate to it
offensive, years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation
offensive, needs to hurry up . Its chilly in this bitch
offensive,/ of the girls u went to hs with look horrible now but dont wanna believe it....Im bout to piss them Facebook hoes off with this
offensive, percent yo bitch with me  percent that scrap with me
offensive, of niggas goofy and act like bitches
offensive," 
i got a missed call from yo bitch"
offensive, of the truly talented people ive come across are retarded professionally.  of the awful untalented people are on point and polite..
offensive, problems but a bitch aint 
offensive, problems but a bitch aint one
offensive,/ well that sucks that Kobe is out now... hes still filthy you can hate him all u want but if you dont have respect for him ur retarded
offensive,Err kylegotjokes All good pussy comes with a price tag
offensive, me bitch
offensive, me tho Mashphatrabbit This bitch wants to be included so fuckin baldly bruh
offensive, the chick who is gorgeous and so fine but her pussy stinks
offensive, the person who significant other a hoe and you the s/o cheating
offensive,TakesTheLead no bitch I had to use my whipers
offensive,proFESSOR ... Thats what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha
offensive,beytheLAU Huntermoore bitch you gross as fuck touchin them saggy titties
offensive,ddment I could fuck a bowl of graham cracker cereal
offensive,hallisn bitch caught a body about a week ago. Everybody catching bullet holes.
offensive,gramsBee bitch
offensive,HSW myluca DenisGorman nothing like waiting till the last game of the season to peddle it shit website heeb
offensive,x fucktyler fugly loose hoe
offensive,DNIPPLES bitch you fucking told me to sit in that seat and yo dumbass come again saying why you sitting there bitch votesos
offensive,JoshWarwick ashleyypat fag
offensive,MannyOnly iamadamg JennyReyes bitches will be bitches.
offensive,ONLYsolo fuc her and her pussy nasty 
offensive,SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death
offensive,SonofYahweh he aint a real nigger oh my bad a real nigga but praise the sonsof satan for having not a realnigger qualitaties. Im hating?
offensive,SonofYahweh no wonder you run nose first for yo real nigger amp white devil massahs or any man pointing at another to convince u he is less
offensive,SonofYahweh..they cry over lost pussy more emotional than a sissy. They get out amp front on hoes simple minds amp point brothas like me out
offensive,Starflow  them bitches need a tan
offensive,deepwilliard MarlinFishyAss it was old ratchet hoes Bruh
offensive,stBlockRody pussy
offensive,stBlockRody yu ah hoe
offensive,Cvasquez little bitch your ass is getting tased when I get home
offensive,duces haha still a little bitch though 
offensive,hippy Bc shes a cunt hoe bag
offensive,LEGITthat Lmao  Excuse me bitch?I am not Soundcloud
offensive,LEGITthat go be cunt somewhere else
offensive,ManyLouboutins moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.
offensive,sassymom so glad you did this Im still trying to figure out emoticons on this damn Motorola to give that bitch the finger.
offensive,trippymcneely if its trash Im kickin yo ass
offensive,CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. LexGracie
offensive,ozVAN IYCMI. I cant get any work done if you keep showin off your bitches.
offensive,BINKO ima act like I hit that hoe then pass it like I was earlier
offensive,CRyan fag rhymes with gag.
offensive,Dimes fuck you tony...you greaseball piece of shit
offensive,aidualc u said  me hoe  so I did...
offensive,NoHeartBreak hoes
offensive,ASilva jezzzz if she do then she gone die too I aint playin dawg bitches gone be ruthless then I will be too 
offensive,AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy
offensive,ACHussle bitches are hoes dont be surprised
offensive,AJ AshActually Hey I dont always go there. Sometimes these three crazy bitches and one suave MFer trick me into going with them
offensive,ALaQuannD what you laughing at hoe
offensive,ALatrice beautiful bride... Tell Erica congrats if she remembers a nig...
offensive,APrivilege lmao.. Brutal for the nigs who cant get jobs lol..
offensive,ASAPRocKI HuhWhatsACondom sighs . Not a bitch. Im a woman. LEARN THE DIFFERENCE. . I KNOW Im fat. . Its called a scarf dumbass.
offensive,ASipOfMocha Dr. Phil Im having trouble figuring out what my fat ass wants to eat where are the drinks and the bitches?
offensive,ABrown and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.Cmon franklin FranklinProbs
offensive,AMPerez they are little bitches when they are proven wrong. MomsDemand gunsense
offensive,AaronKeplin shut up bitch
offensive,Abel Cuauhtli bruh Im under  blankets like a bitch right now
offensive,AbrehamDadi no bitch
offensive,AbstractLife man too much damn giggling was going. He was offering  tips and shit. Lol think I even heard the bitch spit a couple times
offensive,AbstractLife two trash ass passes you know damn well you saw it too. on nd and rd down. before Santos won the game.
offensive,AbstractLife yeah. cant lie tho spitting on a cop car right with their bitch ass in it feels damn good.
offensive,AbusiveMen Youre a fucking pussy
offensive,AcaciaBrinley crusty hoe
offensive,AceAlford double up on this game bitch
offensive,AceHudsonJr bitches tryna take all my money g.
offensive,AceWuzHere why you talking to me at  almost am. We aint friends pussy.
offensive,ActuarialRepoWeve tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.
offensive,AdamBaldwin Really?? Bro that retard SenTedCruz even missed the point of GreenEggsampHam It means dont knock it til ya try it
offensive,AdamHarmon JeffJeffAllen Yeah tht a bitch we aint gay Brah. Chill
offensive,Adogg jbbarker Snapchat got hacked all of you hoes about to have some explaining to do t.co/tworXRoJEI
offensive,Adolfhibsta Ive seen a number of bitches on here say theres no such thing as loose pussy lol. Ok
offensive,Adrianknowsu nigglet 
offensive,AidaApple imma bitch i know  leave me alone
offensive,AirSimba I dont be on the hoes but these hoes on my snapchat
offensive,AirZeke hell yeah I got bokoo hoes when I had my fro
offensive,AlanMilner MorningJoe AlQueda doesnt use cell phones or the internet? Wow you teabaggers are stupid
offensive,AlanCasillas bitches or wat
offensive,AlanCasillas haha shit niggah i wish
offensive,AlanCasillas lol bitches from riverside to LA ahah
offensive,AlanCasillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao
offensive,AlanCasillas niggah lol i had  beers before i went to the bar then had  beers at the bar then got a pck on the way home lool
offensive,AleeeD bitch who do u love
offensive,AlejandroBihhh CapoDaAssHole I was texting a bitch
offensive,AlejandroBihhh CapoDaAssHole Im on this hoe like this every night just be tweeting bullshit
offensive,AlejandroBihhh CapoDaAssHole lol cause these hoes love me
offensive,AlejandroBihhh CapoDaAssHole so yall niggaz aint never listen to no slow shit with a bitch
offensive,AlejandroBihhh lmaoooo hell naw bro I be up i havent seen that hoe
offensive,AlejandroBihhh lol I was bout to say. Shit income tax in Im Tryna find me a bitch for a couple weeks
offensive,AlexDunlapNFL BDOEKLBJ that evil son of a bitch deserves everything thats coming to him
